[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
         xenium::ramalhete_queue, 3,s:  18,267,577 msg/sec
         xenium::ramalhete_queue, 3,i:  16,962,228 msg/sec
         xenium::ramalhete_queue, 4,s:  18,964,435 msg/sec
         xenium::ramalhete_queue, 4,i:  17,175,590 msg/sec
         xenium::ramalhete_queue, 5,s:  18,032,515 msg/sec
         xenium::ramalhete_queue, 5,i:  18,351,573 msg/sec
         xenium::ramalhete_queue, 6,s:  18,024,382 msg/sec
         xenium::ramalhete_queue, 6,i:  18,978,266 msg/sec
         xenium::ramalhete_queue, 7,s:  17,437,771 msg/sec
         xenium::ramalhete_queue, 7,i:  18,515,990 msg/sec
         xenium::ramalhete_queue, 8,s:  16,908,937 msg/sec
         xenium::ramalhete_queue, 8,i:  17,561,427 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  50,258,428 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  54,728,965 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  17,016,121 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,292,826 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,166,841 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,457,124 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,546,957 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,228,807 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,921,291 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,737,458 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,727,912 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,818,512 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,953,808 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,285,578 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,225,347 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,779,704 msg/sec
                     AtomicQueue, 1,s:  57,313,881 msg/sec
                     AtomicQueue, 1,i:  58,423,432 msg/sec
                     AtomicQueue, 2,s:   7,422,118 msg/sec
                     AtomicQueue, 2,i:   6,102,393 msg/sec
                     AtomicQueue, 3,s:   5,403,062 msg/sec
                     AtomicQueue, 3,i:   4,422,696 msg/sec
                     AtomicQueue, 4,s:   4,365,000 msg/sec
                     AtomicQueue, 4,i:   3,382,561 msg/sec
                     AtomicQueue, 5,s:   3,514,746 msg/sec
                     AtomicQueue, 5,i:   2,818,649 msg/sec
                     AtomicQueue, 6,s:   3,001,220 msg/sec
                     AtomicQueue, 6,i:   2,386,194 msg/sec
                     AtomicQueue, 7,s:   2,529,515 msg/sec
                     AtomicQueue, 7,i:   2,075,557 msg/sec
                     AtomicQueue, 8,s:   2,217,344 msg/sec
                     AtomicQueue, 8,i:   1,811,950 msg/sec
                    AtomicQueueB, 1,s:  40,803,835 msg/sec
                    AtomicQueueB, 1,i:  41,471,439 msg/sec
                    AtomicQueueB, 2,s:   7,574,028 msg/sec
                    AtomicQueueB, 2,i:   6,065,734 msg/sec
                    AtomicQueueB, 3,s:   5,342,781 msg/sec
                    AtomicQueueB, 3,i:   4,382,436 msg/sec
                    AtomicQueueB, 4,s:   4,339,402 msg/sec
                    AtomicQueueB, 4,i:   3,414,991 msg/sec
                    AtomicQueueB, 5,s:   3,499,626 msg/sec
                    AtomicQueueB, 5,i:   2,814,753 msg/sec
                    AtomicQueueB, 6,s:   2,992,793 msg/sec
                    AtomicQueueB, 6,i:   2,409,210 msg/sec
                    AtomicQueueB, 7,s:   2,523,390 msg/sec
                    AtomicQueueB, 7,i:   2,087,047 msg/sec
                    AtomicQueueB, 8,s:   2,220,846 msg/sec
                    AtomicQueueB, 8,i:   1,824,421 msg/sec
             OptimistAtomicQueue, 1,s: 476,871,721 msg/sec
             OptimistAtomicQueue, 1,i: 479,078,635 msg/sec
             OptimistAtomicQueue, 2,s:  51,150,738 msg/sec
             OptimistAtomicQueue, 2,i:  26,566,168 msg/sec
             OptimistAtomicQueue, 3,s:  31,971,996 msg/sec
             OptimistAtomicQueue, 3,i:  25,904,642 msg/sec
             OptimistAtomicQueue, 4,s:  33,951,660 msg/sec
             OptimistAtomicQueue, 4,i:  26,878,107 msg/sec
             OptimistAtomicQueue, 5,s:  31,582,225 msg/sec
             OptimistAtomicQueue, 5,i:  26,220,842 msg/sec
             OptimistAtomicQueue, 6,s:  33,209,174 msg/sec
             OptimistAtomicQueue, 6,i:  25,176,728 msg/sec
             OptimistAtomicQueue, 7,s:  29,611,631 msg/sec
             OptimistAtomicQueue, 7,i:  24,372,481 msg/sec
             OptimistAtomicQueue, 8,s:  30,531,349 msg/sec
             OptimistAtomicQueue, 8,i:  23,240,410 msg/sec
            OptimistAtomicQueueB, 1,s: 182,278,850 msg/sec
            OptimistAtomicQueueB, 1,i: 192,032,199 msg/sec
            OptimistAtomicQueueB, 2,s:  40,536,015 msg/sec
            OptimistAtomicQueueB, 2,i:  25,679,782 msg/sec
            OptimistAtomicQueueB, 3,s:  31,939,196 msg/sec
            OptimistAtomicQueueB, 3,i:  26,230,926 msg/sec
            OptimistAtomicQueueB, 4,s:  34,037,941 msg/sec
            OptimistAtomicQueueB, 4,i:  26,370,974 msg/sec
            OptimistAtomicQueueB, 5,s:  31,869,909 msg/sec
            OptimistAtomicQueueB, 5,i:  25,567,326 msg/sec
            OptimistAtomicQueueB, 6,s:  33,156,080 msg/sec
            OptimistAtomicQueueB, 6,i:  24,982,412 msg/sec
            OptimistAtomicQueueB, 7,s:  30,480,395 msg/sec
            OptimistAtomicQueueB, 7,i:  23,945,613 msg/sec
            OptimistAtomicQueueB, 8,s:  30,076,219 msg/sec
            OptimistAtomicQueueB, 8,i:  23,093,536 msg/sec
                    AtomicQueue2, 1,s:  52,937,558 msg/sec
                    AtomicQueue2, 1,i:  53,899,290 msg/sec
                    AtomicQueue2, 2,s:   6,862,004 msg/sec
                    AtomicQueue2, 2,i:   6,020,940 msg/sec
                    AtomicQueue2, 3,s:   5,181,390 msg/sec
                    AtomicQueue2, 3,i:   4,345,023 msg/sec
                    AtomicQueue2, 4,s:   4,223,420 msg/sec
                    AtomicQueue2, 4,i:   3,369,793 msg/sec
                    AtomicQueue2, 5,s:   3,428,495 msg/sec
                    AtomicQueue2, 5,i:   2,801,123 msg/sec
                    AtomicQueue2, 6,s:   2,943,761 msg/sec
                    AtomicQueue2, 6,i:   2,387,600 msg/sec
                    AtomicQueue2, 7,s:   2,473,407 msg/sec
                    AtomicQueue2, 7,i:   2,070,184 msg/sec
                    AtomicQueue2, 8,s:   2,166,971 msg/sec
                    AtomicQueue2, 8,i:   1,803,367 msg/sec
                   AtomicQueueB2, 1,s:  41,273,195 msg/sec
                   AtomicQueueB2, 1,i:  41,164,019 msg/sec
                   AtomicQueueB2, 2,s:   6,882,254 msg/sec
                   AtomicQueueB2, 2,i:   5,980,228 msg/sec
                   AtomicQueueB2, 3,s:   5,089,136 msg/sec
                   AtomicQueueB2, 3,i:   4,333,619 msg/sec
                   AtomicQueueB2, 4,s:   4,254,155 msg/sec
                   AtomicQueueB2, 4,i:   3,390,802 msg/sec
                   AtomicQueueB2, 5,s:   3,429,580 msg/sec
                   AtomicQueueB2, 5,i:   2,792,104 msg/sec
                   AtomicQueueB2, 6,s:   2,951,015 msg/sec
                   AtomicQueueB2, 6,i:   2,387,590 msg/sec
                   AtomicQueueB2, 7,s:   2,462,191 msg/sec
                   AtomicQueueB2, 7,i:   2,067,650 msg/sec
                   AtomicQueueB2, 8,s:   2,172,005 msg/sec
                   AtomicQueueB2, 8,i:   1,816,103 msg/sec
            OptimistAtomicQueue2, 1,s: 212,452,251 msg/sec
            OptimistAtomicQueue2, 1,i: 214,393,523 msg/sec
            OptimistAtomicQueue2, 2,s:  18,858,189 msg/sec
            OptimistAtomicQueue2, 2,i:  15,584,378 msg/sec
            OptimistAtomicQueue2, 3,s:  22,027,690 msg/sec
            OptimistAtomicQueue2, 3,i:  19,292,240 msg/sec
            OptimistAtomicQueue2, 4,s:  29,984,827 msg/sec
            OptimistAtomicQueue2, 4,i:  23,447,527 msg/sec
            OptimistAtomicQueue2, 5,s:  27,057,375 msg/sec
            OptimistAtomicQueue2, 5,i:  25,115,178 msg/sec
            OptimistAtomicQueue2, 6,s:  32,254,460 msg/sec
            OptimistAtomicQueue2, 6,i:  24,271,559 msg/sec
            OptimistAtomicQueue2, 7,s:  29,545,157 msg/sec
            OptimistAtomicQueue2, 7,i:  24,080,833 msg/sec
            OptimistAtomicQueue2, 8,s:  29,906,237 msg/sec
            OptimistAtomicQueue2, 8,i:  22,508,054 msg/sec
           OptimistAtomicQueueB2, 1,s:  66,182,475 msg/sec
           OptimistAtomicQueueB2, 1,i:  70,452,005 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,311,476 msg/sec
           OptimistAtomicQueueB2, 2,i:  16,602,426 msg/sec
           OptimistAtomicQueueB2, 3,s:  23,075,863 msg/sec
           OptimistAtomicQueueB2, 3,i:  19,382,507 msg/sec
           OptimistAtomicQueueB2, 4,s:  30,047,679 msg/sec
           OptimistAtomicQueueB2, 4,i:  23,074,651 msg/sec
           OptimistAtomicQueueB2, 5,s:  27,027,319 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,473,824 msg/sec
           OptimistAtomicQueueB2, 6,s:  32,096,541 msg/sec
           OptimistAtomicQueueB2, 6,i:  24,138,750 msg/sec
           OptimistAtomicQueueB2, 7,s:  29,214,878 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,125,171 msg/sec
           OptimistAtomicQueueB2, 8,s:  28,688,230 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,345,999 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000109 sec/round-trip
          boost::lockfree::queue: 0.000000206 sec/round-trip
                  TicketSpinlock: 0.000000206 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000128 sec/round-trip
                pthread_spinlock: 0.000000211 sec/round-trip
                      std::mutex: 0.000000599 sec/round-trip
                 tbb::spin_mutex: 0.000000198 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000191 sec/round-trip
     xenium::michael_scott_queue: 0.000000287 sec/round-trip
         xenium::ramalhete_queue: 0.000000144 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000128 sec/round-trip
                     AtomicQueue: 0.000000089 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000099 sec/round-trip
                   AtomicQueueB2: 0.000000102 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[3] 296m:28s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  91,037,536 msg/sec
     boost::lockfree::spsc_queue, 1,i:  84,728,816 msg/sec
          boost::lockfree::queue, 1,s:   9,346,135 msg/sec
          boost::lockfree::queue, 1,i:   9,353,373 msg/sec
          boost::lockfree::queue, 2,s:   3,333,949 msg/sec
          boost::lockfree::queue, 2,i:   3,399,841 msg/sec
          boost::lockfree::queue, 3,s:   2,928,510 msg/sec
          boost::lockfree::queue, 3,i:   2,994,425 msg/sec
          boost::lockfree::queue, 4,s:   2,297,598 msg/sec
          boost::lockfree::queue, 4,i:   2,315,908 msg/sec
          boost::lockfree::queue, 5,s:   1,907,721 msg/sec
          boost::lockfree::queue, 5,i:   1,938,006 msg/sec
          boost::lockfree::queue, 6,s:   1,324,053 msg/sec
          boost::lockfree::queue, 6,i:   1,418,091 msg/sec
          boost::lockfree::queue, 7,s:   1,100,173 msg/sec
          boost::lockfree::queue, 7,i:   1,195,540 msg/sec
          boost::lockfree::queue, 8,s:     907,167 msg/sec
          boost::lockfree::queue, 8,i:   1,056,360 msg/sec
                  TicketSpinlock, 1,s:   7,990,521 msg/sec
                  TicketSpinlock, 1,i:   7,980,130 msg/sec
                  TicketSpinlock, 2,s:   3,159,949 msg/sec
                  TicketSpinlock, 2,i:   3,267,109 msg/sec
                  TicketSpinlock, 3,s:   2,670,805 msg/sec
                  TicketSpinlock, 3,i:   2,647,998 msg/sec
                  TicketSpinlock, 4,s:   2,179,774 msg/sec
                  TicketSpinlock, 4,i:   2,217,615 msg/sec
                  TicketSpinlock, 5,s:   1,843,593 msg/sec
                  TicketSpinlock, 5,i:   1,865,779 msg/sec
                  TicketSpinlock, 6,s:   1,636,017 msg/sec
                  TicketSpinlock, 6,i:   1,655,230 msg/sec
                  TicketSpinlock, 7,s:   1,413,480 msg/sec
                  TicketSpinlock, 7,i:   1,422,112 msg/sec
                  TicketSpinlock, 8,s:   1,260,065 msg/sec
                  TicketSpinlock, 8,i:   1,267,808 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 292,315,607 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 306,613,029 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,391,562 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,584,868 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,777,630 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,885,628 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,534,353 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,801,122 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,198,930 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,144,134 msg/sec
     moodycamel::ConcurrentQueue, 5,s:  13,837,080 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,429,329 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,521,387 msg/sec
     moodycamel::ConcurrentQueue, 6,i:   9,501,355 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,100,197 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,595,661 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,201,315 msg/sec
     moodycamel::ConcurrentQueue, 8,i:   9,654,231 msg/sec
                pthread_spinlock, 1,s:  19,271,966 msg/sec
                pthread_spinlock, 1,i:  19,317,601 msg/sec
                pthread_spinlock, 2,s:   5,478,608 msg/sec
                pthread_spinlock, 2,i:   5,872,664 msg/sec
                pthread_spinlock, 3,s:   4,810,226 msg/sec
                pthread_spinlock, 3,i:   4,407,902 msg/sec
                pthread_spinlock, 4,s:   4,034,820 msg/sec
                pthread_spinlock, 4,i:   3,534,145 msg/sec
                pthread_spinlock, 5,s:   2,418,906 msg/sec
                pthread_spinlock, 5,i:   3,256,171 msg/sec
                pthread_spinlock, 6,s:   1,623,295 msg/sec
                pthread_spinlock, 6,i:   2,893,013 msg/sec
                pthread_spinlock, 7,s:   1,752,510 msg/sec
                pthread_spinlock, 7,i:   2,565,930 msg/sec
                pthread_spinlock, 8,s:   1,191,924 msg/sec
                pthread_spinlock, 8,i:   2,601,749 msg/sec
                      std::mutex, 1,s:   7,686,634 msg/sec
                      std::mutex, 1,i:   7,683,831 msg/sec
                      std::mutex, 2,s:   5,066,255 msg/sec
                      std::mutex, 2,i:   4,309,486 msg/sec
                      std::mutex, 3,s:   2,676,133 msg/sec
                      std::mutex, 3,i:   2,666,787 msg/sec
                      std::mutex, 4,s:   2,553,049 msg/sec
                      std::mutex, 4,i:   2,537,590 msg/sec
                      std::mutex, 5,s:   2,399,856 msg/sec
                      std::mutex, 5,i:   2,363,276 msg/sec
                      std::mutex, 6,s:   2,280,438 msg/sec
                      std::mutex, 6,i:   2,255,584 msg/sec
                      std::mutex, 7,s:   2,112,673 msg/sec
                      std::mutex, 7,i:   2,120,219 msg/sec
                      std::mutex, 8,s:   2,096,332 msg/sec
                      std::mutex, 8,i:   2,040,334 msg/sec
                 tbb::spin_mutex, 1,s:  41,219,707 msg/sec
                 tbb::spin_mutex, 1,i:  41,959,016 msg/sec
                 tbb::spin_mutex, 2,s:   9,993,486 msg/sec
                 tbb::spin_mutex, 2,i:   9,182,905 msg/sec
                 tbb::spin_mutex, 3,s:   5,846,274 msg/sec
                 tbb::spin_mutex, 3,i:   5,404,593 msg/sec
                 tbb::spin_mutex, 4,s:   3,979,251 msg/sec
                 tbb::spin_mutex, 4,i:   3,753,953 msg/sec
                 tbb::spin_mutex, 5,s:   3,047,043 msg/sec
                 tbb::spin_mutex, 5,i:   2,975,931 msg/sec
                 tbb::spin_mutex, 6,s:   2,494,217 msg/sec
                 tbb::spin_mutex, 6,i:   2,477,062 msg/sec
                 tbb::spin_mutex, 7,s:   2,051,506 msg/sec
                 tbb::spin_mutex, 7,i:   2,117,041 msg/sec
                 tbb::spin_mutex, 8,s:   1,634,528 msg/sec
                 tbb::spin_mutex, 8,i:   1,781,873 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,157,191 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,174,699 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,032,138 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,512,273 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,798,903 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,581,656 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,007,255 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,396,757 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,381,742 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,853,231 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,859,639 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,364,015 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,467,701 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,047,265 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,099,594 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,779,733 msg/sec
     xenium::michael_scott_queue, 1,s:   9,876,377 msg/sec
     xenium::michael_scott_queue, 1,i:   9,801,085 msg/sec
     xenium::michael_scott_queue, 2,s:   6,551,078 msg/sec
     xenium::michael_scott_queue, 2,i:   4,994,817 msg/sec
     xenium::michael_scott_queue, 3,s:   4,066,381 msg/sec
     xenium::michael_scott_queue, 3,i:   3,555,603 msg/sec
     xenium::michael_scott_queue, 4,s:   3,290,875 msg/sec
     xenium::michael_scott_queue, 4,i:   2,785,597 msg/sec
     xenium::michael_scott_queue, 5,s:   2,713,583 msg/sec
     xenium::michael_scott_queue, 5,i:   2,401,122 msg/sec
     xenium::michael_scott_queue, 6,s:   2,245,231 msg/sec
     xenium::michael_scott_queue, 6,i:   1,920,418 msg/sec
     xenium::michael_scott_queue, 7,s:   1,912,197 msg/sec
     xenium::michael_scott_queue, 7,i:   1,628,359 msg/sec
     xenium::michael_scott_queue, 8,s:   1,707,867 msg/sec
     xenium::michael_scott_queue, 8,i:   1,410,790 msg/sec
         xenium::ramalhete_queue, 1,s:  20,288,173 msg/sec
